enrollee_id,target
32403,0.45566750188720473
9858,0.12745819790071097
31806,0.2113121846731817
27385,0.14668416596546488
27724,0.0790969622894334
217,0.3485942275431305
21465,0.4493985096161724
27302,0.2359111581533088
12994,0.2913761651670466
16287,0.18206311137108855
10856,0.15510447834525554
9272,0.26145892142589683
14249,0.26972665570423376
24372,0.08367585474879714
14070,0.29350778600566113
24914,0.4387040954634287
7865,0.38525531385156453
7463,0.1954749509251757
21514,0.3981678710517267
29033,0.5267066938333765
15359,0.34560314874850223
16001,0.2864662904928405
25202,0.3940310600590627
5058,0.41526491544327776
23570,0.22393767251241092
19139,0.16057327094273469
9548,0.06631371130924167
8799,0.2481283515135707
11113,0.2517206522249256
19437,0.39814575443195915
394,0.3135815801679362
7683,0.2908311198465926
22849,0.11073798788218969
17189,0.3788183914282821
28610,0.07502304124102604
25608,0.08627077852102218
22139,0.0938732782639897
19644,0.07733774138767761
18517,0.5429889819238313
12835,0.09747552271014755
20178,0.14957287479727036
25855,0.15121607183896188
32126,0.08396990203788683
22753,0.09103584479798683
18133,0.36750645095254664
29242,0.37242278393248196
6312,0.20450390859985831
113,0.10453835706068594
14685,0.160934428267115
20768,0.38641030646378477
25906,0.08705557495779341
20142,0.0964404184636349
25891,0.08330580456620801
4742,0.443408610252147
2222,0.2273045332957768
16917,0.2132352150101408
10493,0.36516698807676407
10418,0.1347188335094289
9766,0.11216845253718943
1361,0.3774943795219205
19625,0.04218219818433587
20943,0.08330580456620801
9561,0.19421384644862386
4271,0.17822863512747472
2094,0.31739358460475786
16931,0.3426616966141195
27298,0.4536418069234299
26493,0.23116737439955373
30745,0.5713431754045051
21052,0.5225289091388559
20723,0.567461832841203
13539,0.2159218840693365
3214,0.06241704000298672
16230,0.15862876105165524
25300,0.11653346479086966
24018,0.5410337136985957
21833,0.0875437459569458
30632,0.08319557999758125
4334,0.11592221685313729
22271,0.37295044187736887
28776,0.06648133869614098
27769,0.7635789097780715
25909,0.11146805397097694
31266,0.09108873129231151
7973,0.08704603783464937
30867,0.41917652281670226
22501,0.03351188978330568
2539,0.16784203298206093
26681,0.10722329247879933
16184,0.3399908434741599
3852,0.0704750665493245
1680,0.47539625728578033
3562,0.07483212551964237
8488,0.7125999690608765
8373,0.08460058744273775
2934,0.04539133920776392
12919,0.33198872663059914
4386,0.3149856858327825
22462,0.4211165722841317
13988,0.08736606483245248
21230,0.150829943448747
26180,0.6670449214092531
16658,0.12448427774132893
10324,0.10828403251073584
20453,0.13067926010923367
13485,0.10126317521621385
33080,0.07302683504560045
25492,0.2524761746869558
1319,0.4159444264242608
19146,0.24718342381150982
29339,0.09267734896593462
33177,0.11505477227439677
22143,0.09718000532297515
22264,0.288059485910288
17034,0.17322734235882906
27002,0.42860666855438573
21318,0.11223270583221698
12308,0.37029359474092177
842,0.7890292128313847
4926,0.1290559795345397
3,0.05746599004162229
19567,0.3884312541600757
12809,0.046984416019754977
22682,0.14282670270678838
1216,0.09320532188558345
4417,0.18197600562581612
24162,0.441379263023082
16873,0.08091828334145922
21920,0.11509979093403165
24230,0.45627201414071406
5189,0.18249784140565223
24396,0.26669396179837024
770,0.18709693870897762
30913,0.1088778888493641
14566,0.18184065567385455
15634,0.09384688036624905
18163,0.30351242455122274
16673,0.7155528459697511
18805,0.22757266904489112
15367,0.43115841767028384
22556,0.39386412763185813
27439,0.3163374232892964
18426,0.6709629729532475
9789,0.08357550788110295
28172,0.06498542404526854
9184,0.12825626730752
3587,0.09765780317475406
1167,0.09372889090350499
1663,0.4972231607219902
20948,0.4968171293024217
31594,0.08136617250721787
27117,0.6621830102227505
678,0.08963803693379588
1441,0.2541089105436785
31272,0.35574371170126096
12443,0.1222324286504451
32981,0.19392098620647885
1317,0.07331806206730569
4601,0.0809224960490816
30498,0.16746173402259362
7863,0.3386936075408067
8744,0.393090582142892
14698,0.11126000882795277
10021,0.1412682352590876
15253,0.04773854676494861
18108,0.035314968957006955
31410,0.08188939589525697
30532,0.0949410738362681
31733,0.18546595088316517
28833,0.47689736574076336
8708,0.4806428180279611
10050,0.08221984503649889
21685,0.09452444065290895
18529,0.29382858671547657
1850,0.22799792794790713
22639,0.2380373014262157
5967,0.3155738969419526
20977,0.03309138135628997
5391,0.8434070753293025
4398,0.7141488149657774
18383,0.4559727029530127
17336,0.49330418975788903
7470,0.1428575851793839
24781,0.0751744492581605
24202,0.5859037979255909
20650,0.262665443333352
5377,0.04055263616768647
31693,0.08072947066533442
28619,0.2863753518267123
15432,0.0484401598717638
22999,0.4796801709685394
8377,0.1070851017472505
9302,0.5620629542346963
16158,0.08064481803746892
29575,0.7405144586838824
16573,0.08799093765117216
30736,0.2035746106466671
20612,0.3424693578904946
11976,0.2489465075784995
28302,0.11249380261682985
9462,0.4891795643680738
14512,0.799953069371936
8401,0.15456406338585985
19780,0.20703591555418627
2594,0.25949632374664355
1466,0.06886455941354436
17205,0.18087391021912644
12990,0.08542292855222597
4234,0.08961762408035355
18171,0.2594286703857484
15457,0.08497138551910592
